Financial Institution Number,Institution Name,Institution Type,Charter Type,Headquarters,Failure Date,Insurance Fund,Certificate Number,Transaction Type,Total Deposits,Total Assets,Estimated Loss (2015)
4419,FIRST HANOVER BANK,COMMERCIAL BANK,STATE,"WILMINGTON, NC",10/25/1991 ,BIF,26561,ACQUISITION,46547,48212,5704
4422,"THE PRIVATE BANK & TRUST, NATION",COMMERCIAL BANK,FEDERAL,"MIAMI, FL",10/29/1991 ,BIF,26695,PAYOUT,0,4264,1536
4420,BANK OF THE SOUTH,COMMERCIAL BANK,STATE,"BATON ROUGE, LA",10/30/1991 ,BIF,22824,ACQUISITION,31307,31835,3583
4421,UNION BANK,COMMERCIAL BANK,STATE,"SAN ANTONIO, TX",10/31/1991 ,BIF,15514,ACQUISITION,85239,84877,8889
1226,MARINE VIEW FSB,SAVINGS ASSOCIATION,FEDERAL/STATE,"MIDDLETOWN, NJ",11/1/1991 ,RTC,30027,ACQUISITION,107526,119221,3835
4423,COMMUNITY NATIONAL BANK AND TRUST,COMMERCIAL BANK,FEDERAL,"NEW YORK, NY",11/7/1991 ,BIF,19519,TRANSFER,354235,333771,95868
1256,DELTA FSB,SAVINGS ASSOCIATION,FEDERAL/STATE,"WESTMINSTER, CA",11/8/1991 ,RTC,32143,ACQUISITION,29400,52410,11975
1297,COBB FSA,SAVINGS BANK,STATE,"MARIETTA, GA",11/8/1991 ,RTC,32543,ACQUISITION,82813,83159,25527
4424,CONNECTICUT SAVINGS BANK,SAVINGS BANK,STATE,"NEW HAVEN, CT",11/14/1991 ,BIF,18239,ACQUISITION,897732,1044990,203462
4425,ALVARADO NATIONAL BANK,COMMERCIAL BANK,FEDERAL,"ALVARADO, TX",11/14/1991 ,BIF,25898,ACQUISITION,9489,9169,2835
4426,WORTHINGTON STATE BANK,COMMERCIAL BANK,STATE,"WORTHINGTON, IN",11/14/1991 ,BIF,12124,TRANSFER,34227,36646,1427
4427,DURHAM TRUST COMPANY,COMMERCIAL BANK,STATE,"DURHAM, NH",11/15/1991 ,BIF,16927,ACQUISITION,68528,71024,6312
1277,WHITE HORSE FS & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"TRENTON, NJ",11/22/1991 ,RTC,30665,ACQUISITION,67897,72477,16819
1224,CHASE SAVINGS & LOAN,SAVINGS ASSOCIATION,FEDERAL/STATE,"PHILADELPHIA, PA",11/22/1991 ,RTC,30324,ACQUISITION,46011,46857,10445
2196,WESTERN FS & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"CLENVIEW, IL",11/22/1991 ,RTC,28446,ACQUISITION,26424,33164,1849
2191,PEOPLES FSA,SAVINGS BANK,STATE,"OTTUMWA, IA",11/22/1991 ,RTC,28295,ACQUISITION,33662,34316,735
4428,FIRST NATIONAL BANK OF MIAMI,COMMERCIAL BANK,FEDERAL,"MIAMI, FL",11/26/1991 ,BIF,26274,TRANSFER,40877,40462,6270
4429,SAYBROOK BANK AND TRUST COMPANY,COMMERCIAL BANK,STATE,"OLD SAYBROOK, CT",12/6/1991 ,BIF,25128,ACQUISITION,78375,77287,18749
4430,GRANITE CO-OPERATIVE BANK,SAVINGS BANK,STATE,"QUINCY, MA",12/12/1991 ,BIF,26585,TRANSFER,84328,103814,14026
4434,THE BANK MART,SAVINGS BANK,STATE,"BRIDGEPORT, CT",12/13/1991 ,BIF,17048,ACQUISITION,486776,578220,93901
4432,MERCHANTS NATIONAL BANK,COMMERCIAL BANK,FEDERAL,"LEOMINSTER, MA",12/13/1991 ,BIF,2599,ACQUISITION,147364,153615,29446
1215,INVESTORS FSB,SAVINGS BANK,STATE,"RICHMOND, VA",12/13/1991 ,RTC,31724,ACQUISITION,1431239,2057643,470676
4435,"FEDERAL FINANCE & MORTGAGE, LTD",COMMERCIAL BANK,STATE,"HONOLULU, HI",12/13/1991 ,BIF,26241,TRANSFER,7427,7732,878
4431,BANK OF EAST HARTFORD,COMMERCIAL BANK,STATE,"EAST HARTFORD, CT",12/13/1991 ,BIF,27151,ACQUISITION,38396,36581,12893
4433,NORTH RIDGE BANK,COMMERCIAL BANK,STATE,"OAKLAND PARK, FL",12/20/1991 ,BIF,21113,ACQUISITION,92729,94332,2931
4436,ASSURED THRIFT AND LOAN ASSOCIATION,COMMERCIAL BANK,STATE,"STOCKTON, CA",1/3/1992 ,BIF,26493,PAYOUT,46635,48226,21028
4437,THE CITIZENS BANK,COMMERCIAL BANK,STATE,"DALLAS, GA",1/10/1992 ,BIF,18720,TRANSFER,59063,60568,12692
2152,PERPETUAL SAVINGS BANK,SAVINGS BANK,STATE,"VIENNA, VA",1/10/1992 ,RTC,31231,ACQUISITION,2447078,2892072,453690
1265,HANSEN FSA,SAVINGS ASSOCIATION,FEDERAL/STATE,"HAMMONTON, NJ",1/10/1992 ,RTC,31024,ACQUISITION,427259,572398,42408
1294,HANSEN FSB,SAVINGS ASSOCIATION,FEDERAL/STATE,"PALM BEACH GARDEN, FL",1/10/1992 ,RTC,32258,ACQUISITION,43441,51816,10907
4438,THE BANK OF VERDE VALLEY,COMMERCIAL BANK,STATE,"COTTONWOOD, AZ",1/16/1992 ,BIF,26954,ACQUISITION,10155,10254,1412
4439,FIRST STATE BANK,COMMERCIAL BANK,STATE,"BANGS, TX",1/23/1992 ,BIF,11138,ACQUISITION,16416,16518,2977
1252,ADVANCED FSB,SAVINGS BANK,STATE,"NORTHRIDGE, CA",1/24/1992 ,RTC,32210,PAYOUT,23557,23089,19298
4440,AMERICAN NATIONAL BANK OF NEW YORK,COMMERCIAL BANK,FEDERAL,"FLEISCHMANNS, NY",1/24/1992 ,BIF,7052,PAYOUT,17823,18006,3633
4442,"CROSSLAND SAVINGS BANK, FSB",SAVINGS BANK,STATE,"BROOKLYN, NY",1/24/1992 ,BIF,16013,ACQUISITION,5514987,7431636,753397
4446,INDEPENDENCE BANK,COMMERCIAL BANK,STATE,"LOS ANGELES, CA",1/30/1992 ,BIF,18675,PAYOUT,547627,535786,137204
4443,ATLANTIC TRUST COMPANY,COMMERCIAL BANK,STATE,"NEWINGTON, NH",1/30/1992 ,BIF,25878,ACQUISITION,22733,21229,5824
2156,PELICAN HOMESTEAD SA,SAVINGS ASSOCIATION,FEDERAL/STATE,"METAIRIE, LA",1/31/1992 ,RTC,29518,ACQUISITION,1489485,1284313,288288
4445,FOUNTAIN BANK,COMMERCIAL BANK,STATE,"SCOTTSDALE, AZ",1/31/1992 ,BIF,26945,ACQUISITION,16125,15639,4734
4444,SENTINEL BANK,COMMERCIAL BANK,STATE,"HARTFORD, CT",1/31/1992 ,BIF,27000,ACQUISITION,73512,74846,27542
1276,SECURITY FSA,SAVINGS BANK,STATE,"PANAMA CITY, FL",1/31/1992 ,RTC,30582,ACQUISITION,100444,107078,15967
4448,LANDMARK BANK OF FORTH WORTH,COMMERCIAL BANK,STATE,"FORT WORTH, TX",2/6/1992 ,BIF,25146,ACQUISITION,80517,80529,17483
2151,"UNITED SAVINGS OF AMERICA, FA",SAVINGS ASSOCIATION,FEDERAL/STATE,"MELBOURNE, FL",2/7/1992 ,RTC,30265,ACQUISITION,293368,327158,15421
4449,MERCHANTS NATIONAL BANK,COMMERCIAL BANK,FEDERAL,"FORT MYERS, FL",2/7/1992 ,BIF,27213,TRANSFER,35262,35091,5209
4447,KEMPTON STATE BANK,COMMERCIAL BANK,STATE,"KEMPTON, IL",2/7/1992 ,BIF,16377,ACQUISITION,3612,3644,564
4450,THE CENTRAL SAVINGS BANK,SAVINGS BANK,STATE,"LOWELL, MA",2/14/1992 ,BIF,90226,ACQUISITION,354218,369110,26720
4451,DOLLAR DRY DOCK BANK,SAVINGS BANK,STATE,"WHITE PLAINS, NY",2/21/1992 ,BIF,15897,ACQUISITION,3733163,4028368,309136
4453,THE BANK OF BRANDYWINE VALLEY,COMMERCIAL BANK,STATE,"WEST CHESTER, PA",2/21/1992 ,BIF,27309,TRANSFER,47334,44930,12081
4452,NATIONAL CITY BANK,COMMERCIAL BANK,FEDERAL,"CORAL SPRINGS, FL",2/21/1992 ,BIF,25882,TRANSFER,18593,19031,2621
4455,COLUMBIA BANK,COMMERCIAL BANK,STATE,"AVONDALE, AZ",2/27/1992 ,BIF,25907,TRANSFER,16859,16987,3677
1244,LEMONT FSA,SAVINGS ASSOCIATION,FEDERAL/STATE,"LEMONT, IL",2/28/1992 ,RTC,30999,ACQUISITION,188801,193664,53022
4456,COLONY SAVINGS BANK,SAVINGS BANK,STATE,"WALLINGFORD, CT",2/28/1992 ,BIF,26364,ACQUISITION,32801,35664,5662
1273,VISTA FSA,SAVINGS BANK,STATE,"RESTON, VA",2/28/1992 ,RTC,32383,ACQUISITION,108736,113212,36862
1230,IRVINGTON FSB,SAVINGS ASSOCIATION,FEDERAL/STATE,"GLEN BURNIE, MD",2/28/1992 ,RTC,28588,ACQUISITION,43203,43817,5143
1221,ALPHA INDIAN ROCK FS & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"PHILADELPHIA, PA",2/28/1992 ,RTC,31238,ACQUISITION,7677,7208,2779
4454,MISSION VIEJO NATIONAL BANK,COMMERCIAL BANK,FEDERAL,"MISSION VIEJO, CA",2/28/1992 ,BIF,23455,PAYOUT,102372,114584,31421
4457,NEW HERITAGE BANK,COMMERCIAL BANK,STATE,"LAWRENCE, MA",3/6/1992 ,BIF,27092,TRANSFER,99939,99806,19261
4458,PROGRESSIVE NATIONAL BANK OF RAYNE,COMMERCIAL BANK,FEDERAL,"RAYNE, LA",3/12/1992 ,BIF,24601,ACQUISITION,11177,11412,1654
1288,UKRANIAN FS & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"PHILADELPHIA, PA",3/12/1992 ,RTC,30852,ACQUISITION,72642,74915,8868
2175,"FIRST OHIO SB, FSB",SAVINGS BANK,STATE,"ST. BERNARD, OH",3/13/1992 ,RTC,29158,ACQUISITION,31768,40774,0
1259,CARROLTON HOME,SAVINGS ASSOCIATION,FEDERAL/STATE,"NEW ORLEANS, LA",3/13/1992 ,RTC,29530,ACQUISITION,32646,35856,2204
4459,BROADWAY BANK,COMMERCIAL BANK,STATE,"PATERSON, NJ",3/13/1992 ,BIF,15000,TRANSFER,383318,400540,76188
4460,FIRST SECURITY BANK OF ANACONDA,COMMERCIAL BANK,STATE,"ANACONDA, MT",3/16/1992 ,BIF,19801,ACQUISITION,30234,31553,5990
4462,INDEPENDENCE BANK,COMMERCIAL BANK,STATE,"PLANO, TX",3/19/1992 ,BIF,24793,ACQUISITION,20846,21836,2809
4463,SOUTHSIDE NATIONAL BANK,COMMERCIAL BANK,FEDERAL,"NACOGDOCHES, TX",3/19/1992 ,BIF,23633,ACQUISITION,12049,12040,3294
4465,FARMERS & MERCHANTS BANK,COMMERCIAL BANK,STATE,"TRYON, OK",3/19/1992 ,BIF,10668,ACQUISITION,4139,4291,940
4464,"UNITED MERCANTILE B & T CO, N.A.",COMMERCIAL BANK,FEDERAL,"PASADENA, CA",3/20/1992 ,BIF,23855,TRANSFER,37701,36452,12398
4461,THE BANK FOR SAVINGS,SAVINGS BANK,STATE,"MALDEN, MA",3/20/1992 ,BIF,23289,ACQUISITION,392720,397979,21723
4466,THEODORE ROOSEVELT NATIONAL BANK,COMMERCIAL BANK,FEDERAL,"WASHINGTON, DC",3/26/1992 ,BIF,32762,ACQUISITION,13589,13834,3393
4468,AMERICAN  BANK OF COMMERCE,COMMERCIAL BANK,STATE,"OKLAHOMA CITY, OK",3/26/1992 ,BIF,20284,ACQUISITION,13777,13481,2255
4467,VANGUARD SAVINGS BANK,SAVINGS BANK,STATE,"HOLYOKE, MA",3/27/1992 ,BIF,17778,ACQUISITION,432557,427949,120495
2201,FLAGLER FS & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"MIAMI, FL",3/27/1992 ,RTC,30826,ACQUISITION,1493111,1601277,101588
4469,PLACER BANK OF COMMERCE,COMMERCIAL BANK,STATE,"ROSEVILLE, CA",3/27/1992 ,BIF,24633,ACQUISITION,33109,34820,5340
4470,FIRST COMMUNITY BANK OF CHEROKEE,COMMERCIAL BANK,STATE,"WOODSTOCK, GA",3/31/1992 ,BIF,27146,TRANSFER,33714,35648,6884
2212,FIRST STATE SA,SAVINGS ASSOCIATION,FEDERAL/STATE,"SEDALIA, MO",4/3/1992 ,RTC,29584,ACQUISITION,163947,166121,2
1274,COMMONWEALTH FSB,SAVINGS BANK,STATE,"MANASSAS, VA",4/3/1992 ,RTC,31453,ACQUISITION,64780,72536,16425
4472,THE BANK OF BEVERLY HILLS,COMMERCIAL BANK,STATE,"BEVERLY HILLS, CA",4/3/1992 ,BIF,22414,PAYOUT,122347,125939,24956
4471,SUMMIT NATIONAL BANK,COMMERCIAL BANK,FEDERAL,"TORRINGTON, CT",4/3/1992 ,BIF,26447,TRANSFER,89766,91381,22780
4473,RED BIRD BANK OF DALLAS,COMMERCIAL BANK,STATE,"DALLAS, TX",4/9/1992 ,BIF,20413,ACQUISITION,37666,38568,10532
4474,FAIRFIELD COUNTY TRUST COMPANY,COMMERCIAL BANK,STATE,"STAMFORD, CT",4/9/1992 ,BIF,23860,ACQUISITION,132001,132437,19204
1208,VALLEY FS & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"VAN NUYS, CA",4/10/1992 ,RTC,31768,ACQUISITION,1549633,1996340,124377
1207,SECURITY FIRST FS & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"DAYTONA BEACH, FL",4/10/1992 ,RTC,29222,ACQUISITION,904202,1013550,24074
1248,FEDERAL SA OF VIRGINIA,SAVINGS BANK,STATE,"FALLS CHURCH, VA",4/10/1992 ,RTC,32639,ACQUISITION,29585,31479,14463
4479,VALLEY COMMERCIAL BANK,COMMERCIAL BANK,STATE,"STOCKTON, CA",4/24/1992 ,BIF,23865,TRANSFER,29410,30767,4823
4478,SHORE BANK & TRUST CO.,COMMERCIAL BANK,STATE,"LYNN, MA",4/24/1992 ,BIF,27002,ACQUISITION,184170,183184,70553
4475,SOUTHSTATE BANK FOR SAVINGS,SAVINGS BANK,STATE,"BROCKTON, MA",4/24/1992 ,BIF,90170,ACQUISITION,267466,285923,10457
1213,FIRST FSB OF SOUTH DAKOTA,SAVINGS BANK,STATE,"RAPID CITY, SD",4/24/1992 ,RTC,27853,ACQUISITION,169948,155900,24066
4477,THE NORWALK BANK,COMMERCIAL BANK,STATE,"NORWALK, CT",4/24/1992 ,BIF,26971,ACQUISITION,77227,80597,17448
1237,FIRST SOUTH SB,SAVINGS ASSOCIATION,FEDERAL/STATE,"COLUMBIA, SC",4/24/1992 ,RTC,32186,ACQUISITION,48503,56956,7515
4480,"METROPOLITAN BANK, N.A.",COMMERCIAL BANK,FEDERAL,"WASHINGTON, DC",5/1/1992 ,BIF,21315,TRANSFER,27074,27090,2246
4483,"THE FINANCIAL CENTER BANK, N.A.",COMMERCIAL BANK,FEDERAL,"SAN FRANCISCO, CA",5/4/1992 ,BIF,25059,PAYOUT,218847,225189,25639
4487,JACKSON EXCHANGE BANK & TRUST CO,COMMERCIAL BANK,STATE,"JACKSON, MO",5/7/1992 ,BIF,9380,ACQUISITION,127822,123295,16383
4485,FIRST EXCHANGE BANK NORTH ST. LOUIS,COMMERCIAL BANK,STATE,"FLORISSANT, MO",5/7/1992 ,BIF,32742,ACQUISITION,47038,45880,0
4486,FIRST EXCHANGE BANK OF MADISON COUNTY,COMMERCIAL BANK,STATE,"FREDERICKTOWN, MO",5/7/1992 ,BIF,24242,ACQUISITION,34238,34814,1639
4484,FIRST EXCHANGE BANK OF CAPE GIRARDEAU,COMMERCIAL BANK,STATE,"CAPE GIRARDEAU, MO",5/7/1992 ,BIF,24863,ACQUISITION,87015,84418,9713
4488,FIRST EXCHANGE BANK OF  ST. LOUIS,COMMERCIAL BANK,STATE,"ST. LOUIS, MO",5/7/1992 ,BIF,26613,ACQUISITION,60891,55555,7066
1241,SHENANDOAH FSA,SAVINGS BANK,STATE,"MARTINSBURG, WV",5/8/1992 ,RTC,31664,ACQUISITION,69001,94195,5139
4489,BROOKFIELD BANK,COMMERCIAL BANK,STATE,"BROOKFIELD, CT",5/8/1992 ,BIF,26901,TRANSFER,68675,60696,41728
4490,MALDEN TRUST COMPANY,COMMERCIAL BANK,STATE,"MALDEN, MA",5/15/1992 ,BIF,8158,ACQUISITION,238455,225228,39417
1253,FIRST FSA,SAVINGS BANK,STATE,"LEWISTON, ME",5/21/1992 ,RTC,29650,ACQUISITION,76333,83004,11773
4491,POWDER MILL BANK,COMMERCIAL BANK,STATE,"MORRIS PLAINS, NJ",5/22/1992 ,BIF,27001,ACQUISITION,47944,49587,6893
4493,NORTH AMERICAN THRIFT AND LOAN,COMMERCIAL BANK,STATE,"CORONA DEL MAR, CA",5/29/1992 ,BIF,27570,PAYOUT,20863,21276,4496
4492,WORKINGMEN'S CO-OPERATIVE BANK,SAVINGS BANK,STATE,"BOSTON, MA",5/29/1992 ,BIF,26864,ACQUISITION,189866,223665,12935
4494,MAYFAIR BANK,COMMERCIAL BANK,STATE,"CHICAGO, IL",6/4/1992 ,BIF,26895,ACQUISITION,29707,32170,1205
4495,THE HOME STATE BANK,COMMERCIAL BANK,STATE,"LONGTON, KS",6/4/1992 ,BIF,14909,PAYOUT,4212,4189,730
1233,HOME UNITY FEDERAL,SAVINGS ASSOCIATION,FEDERAL/STATE,"LAFAYETTE HILL, PA",6/4/1992 ,RTC,28867,ACQUISITION,632317,684804,18550
1216,REPUBLIC FSB,SAVINGS BANK,STATE,"MATTESON, IL",6/5/1992 ,RTC,32389,ACQUISITION,264244,290292,0
1246,VOLUNTEER FSA,SAVINGS ASSOCIATION,FEDERAL/STATE,"LITTLE FERRY, NJ",6/5/1992 ,RTC,27728,ACQUISITION,49370,51240,5155
1239,FIRST AMERICAN FSB,SAVINGS BANK,STATE,"GREENSBORO, NC",6/5/1992 ,RTC,29595,ACQUISITION,639124,804316,35421
1282,"COOPER RIVER, FSA",SAVINGS BANK,STATE,"NORTH CHARLESTON, SC",6/5/1992 ,RTC,28847,ACQUISITION,201442,228859,10740
4498,RIVERHEAD SAVINGS BANK,SAVINGS BANK,STATE,"RIVERHEAD, NY",6/12/1992 ,BIF,16033,ACQUISITION,316612,388806,0
4497,AMERICAN SAVINGS BANK,SAVINGS BANK,STATE,"WHITE PLAINS, NY",6/12/1992 ,BIF,16017,ACQUISITION,2827416,3202492,431311
4496,LANDMARK BANK FOR SAVINGS,SAVINGS BANK,STATE,"WHITMAN, MA",6/12/1992 ,BIF,21997,ACQUISITION,48107,62124,11238
4499,AMERICAN INTERSTATE BANK,COMMERCIAL BANK,STATE,"NEWPORT BEACH, CA",6/12/1992 ,BIF,21082,ACQUISITION,40792,41990,7427
1228,SAN CLEMENTE FSB,SAVINGS BANK,STATE,"SAN CLEMENTE, CA",6/12/1992 ,RTC,31452,ACQUISITION,205745,220368,32751
1304,CHEROKEE VALLEY FSA,SAVINGS BANK,STATE,"CLEVELAND, TN",6/12/1992 ,RTC,29084,ACQUISITION,124432,142536,0
1283,COLUMBIA BANKING FED.,SAVINGS ASSOCIATION,FEDERAL/STATE,"ROCHESTER, NY",6/12/1992 ,RTC,29855,ACQUISITION,1078091,1277433,40629
1281,COASTAL FSB,SAVINGS BANK,STATE,"NEW LONDON, CT",6/19/1992 ,RTC,29541,ACQUISITION,224473,238194,5887
1218,FIRST HOME FSA,SAVINGS ASSOCIATION,FEDERAL/STATE,"PITTSBURGH, PA",6/19/1992 ,RTC,28250,ACQUISITION,129271,131686,463
1223,FIRST NEWPORT FSB,SAVINGS BANK,STATE,"NEWPORT BEACH, CA",6/19/1992 ,RTC,32452,ACQUISITION,34365,35042,3193
4501,AMERICAN NATIONAL BANK - POST OAK,COMMERCIAL BANK,FEDERAL,"HOUSTON, TX",6/25/1992 ,BIF,26420,ACQUISITION,25067,24735,4454
4502,CASTLE HILLS NATIONAL BANK,COMMERCIAL BANK,FEDERAL,"SAN ANTONIO, TX",6/25/1992 ,BIF,25063,ACQUISITION,13718,13769,429
4500,OLYMPIC INTERNATIONAL BANK & TRUST,COMMERCIAL BANK,STATE,"BOSTON, MA",6/26/1992 ,BIF,25918,ACQUISITION,142322,140339,69196
1262,JACKSONVILLE FSA,SAVINGS BANK,STATE,"JACKSONVILLE, FL",6/26/1992 ,RTC,30285,ACQUISITION,147507,150884,25258
4504,VERNON BANK,COMMERCIAL BANK,STATE,"VERNON, CT",6/26/1992 ,BIF,27402,ACQUISITION,34543,34296,3133
4503,THE SOMERSWORTH BANK,COMMERCIAL BANK,STATE,"SOMERSWORTH, NH",6/26/1992 ,BIF,6251,ACQUISITION,113453,114129,18433
1243,"HOMEFED BANK, FA",SAVINGS BANK,STATE,"SAN DIEGO, CA",7/6/1992 ,RTC,29234,ACQUISITION,8903571,12175590,751633
1305,HOME FSB,SAVINGS BANK,STATE,"NORFOLK, VA",7/10/1992 ,RTC,30091,ACQUISITION,195186,224198,42797
1303,"TRANSOHIO, FSB",SAVINGS BANK,STATE,"CLEVELAND, OH",7/10/1992 ,RTC,28387,ACQUISITION,2396269,3370809,52125
1269,SOUTHERN FSA OF GEORGIA,SAVINGS ASSOCIATION,FEDERAL/STATE,"ATLANTA, GA",7/10/1992 ,RTC,29724,ACQUISITION,151424,159982,8384
4505,STATE BANK OF SPRINGFIELD,COMMERCIAL BANK,STATE,"SPRINGFIELD, MN",7/17/1992 ,BIF,13383,ACQUISITION,28464,30267,127
1257,LIBERTY FSB,SAVINGS ASSOCIATION,FEDERAL/STATE,"WARRENTON, VA",7/17/1992 ,RTC,31931,ACQUISITION,86915,91966,12265
1247,NEW ENGLAND FSA,SAVINGS BANK,STATE,"WELLESLEY, MA",7/17/1992 ,RTC,32444,ACQUISITION,118091,137307,25919
4506,FIRST NATIONAL BANK OF TEXAS,COMMERCIAL BANK,FEDERAL,"WEBSTER, TX",7/23/1992 ,BIF,26676,ACQUISITION,91348,92076,14241
1222,FIRST RUSSELL COUNTY,SAVINGS ASSOCIATION,FEDERAL/STATE,"PHENIX CITY, AL",7/24/1992 ,RTC,29418,ACQUISITION,80457,86987,390
4507,MASSACHUSETTS BANK & TRUST CO.,COMMERCIAL BANK,STATE,"BROCKTON, MA",7/31/1992 ,BIF,18966,ACQUISITION,59427,61824,13416
1270,CITADEL FS & LA,SAVINGS BANK,STATE,"CHARLESTON, SC",8/7/1992 ,RTC,32468,ACQUISITION,37571,38978,8780
4508,FOXWORTH BANK,COMMERCIAL BANK,STATE,"FOXWORTH, MS",8/7/1992 ,BIF,20396,ACQUISITION,36030,36460,5375
4509,WINCHENDON SAVINGS BANK,SAVINGS BANK,STATE,"WINCHENDON, MA",8/14/1992 ,BIF,90307,ACQUISITION,64012,65213,7309
4510,ATTLEBORO PAWTUCKET SB,SAVINGS BANK,STATE,"PAWTUCKET, MA",8/21/1992 ,BIF,90257,ACQUISITION,567733,632450,28119
1227,BIRMINGHAM FSB,SAVINGS ASSOCIATION,FEDERAL/STATE,"BIRMINGHAM, AL",8/21/1992 ,RTC,28078,ACQUISITION,82123,91770,3416
4511,THE UNION SAVINGS BANK,SAVINGS BANK,STATE,"PATCHOGUE, NY",8/28/1992 ,BIF,15979,ACQUISITION,529486,491100,133851
1245,POTOMAC FSB,SAVINGS BANK,STATE,"SILVER SPRING, MD",8/28/1992 ,RTC,32388,ACQUISITION,68838,72326,31995
4512,SEACOAST SAVINGS BANK,SAVINGS BANK,STATE,"DOVER, NH",8/28/1992 ,BIF,18066,ACQUISITION,64786,84808,7114
4513,THE FIRST NATIONAL BANK OF YORKTOWN,COMMERCIAL BANK,FEDERAL,"YORKTOWN, TX",9/10/1992 ,BIF,5596,ACQUISITION,34512,34439,7614
4515,PLYMOUTH FIVE CENTS SAVINGS BANK,SAVINGS BANK,STATE,"PLYMOUTH, MA",9/18/1992 ,BIF,90266,ACQUISITION,182877,220972,5281
4514,THE WASHINGTON BANK,COMMERCIAL BANK,STATE,"FAIRFAX COUNTY, VA",9/18/1992 ,BIF,21181,ACQUISITION,27871,28113,5071
4516,FIRST EXCHANGE BANK OF LITTLE ROCK,COMMERCIAL BANK,FEDERAL,"LITTLE ROCK, AR",9/24/1992 ,BIF,27470,ACQUISITION,24396,24681,1857
4518,HOMETOWN BANK,COMMERCIAL BANK,STATE,"EDISON, NJ",9/25/1992 ,BIF,27416,ACQUISITION,24816,25200,7343
4517,"HIGHLANDS COMMUNITY BANK, N.A.",COMMERCIAL BANK,FEDERAL,"CLINTON TOWNSHIP, NJ",9/25/1992 ,BIF,26844,ACQUISITION,19546,19702,2511
4520,THE HOWARD SAVINGS BANK,SAVINGS BANK,STATE,"NEWARK, NJ",10/2/1992 ,BIF,16146,ACQUISITION,3378992,3461421,67979
4519,"EASTWEST BANK, N.A.",COMMERCIAL BANK,FEDERAL,"KIHEI, HI",10/2/1992 ,BIF,22850,TRANSFER,3398,3754,870
4521,FIRST CONSTITUTION BANK,SAVINGS BANK,STATE,"NEW HAVEN, CT",10/2/1992 ,BIF,27160,ACQUISITION,1350530,1571240,125592
1278,PEIDMONT FSA,SAVINGS BANK,STATE,"MANASSAS, VA",10/9/1992 ,RTC,28998,ACQUISITION,370085,444605,75636
4522,UNIVERSAL BANK,COMMERCIAL BANK,STATE,"LANHAM, MD",10/16/1992 ,BIF,22689,PAYOUT,18050,18026,5978
1266,SECURITY FS & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,"JACKSON, MS",10/16/1992 ,RTC,31418,ACQUISITION,271387,276476,42647
1312,STANDARD FSB,SAVINGS BANK,STATE,"GAITHERSBURG, MD",10/21/1992 ,RTC,31543,ACQUISITION,1539974,1717520,527571
1236,HOMESTEAD FSA,SAVINGS ASSOCIATION,FEDERAL/STATE,"SAN FRANCISCO, CA",10/30/1992 ,RTC,28218,ACQUISITION,1234402,1314538,19189
4540,"FIRST CITY, TEXAS - SAN ANTONIO",COMMERCIAL BANK,FEDERAL,"SAN ANTONIO, TX",10/30/1992 ,BIF,24723,ACQUISITION,259018,265669,0
4528,"FIRST CITY, TEXAS - CORPUS CHRIS",COMMERCIAL BANK,STATE,"CORPUS CHRISTI, TX",10/30/1992 ,BIF,21190,ACQUISITION,383384,462832,0
4536,"FIRST CITY, TEXAS - MADISONVILLE",COMMERCIAL BANK,FEDERAL,"MADISONVILLE, TX",10/30/1992 ,BIF,3318,ACQUISITION,114740,123394,0
4533,"FIRST CITY, TEXAS - KOUNTZE, NA",COMMERCIAL BANK,STATE,"KOUNTZE, TX",10/30/1992 ,BIF,17299,ACQUISITION,46969,51347,0
4523,"FIRST CITY, TEXAS - ALICE, NA",COMMERCIAL BANK,STATE,"ALICE, TX",10/30/1992 ,BIF,17343,ACQUISITION,118027,128044,0
4534,"FIRST CITY, TEXAS - LAKE JACKSON",COMMERCIAL BANK,STATE,"LAKE JACKSON, TX",10/30/1992 ,BIF,16524,ACQUISITION,96353,104302,0
4530,"FIRST CITY, TEXAS - EL PASO, NA",COMMERCIAL BANK,FEDERAL,"EL PASO, TX",10/30/1992 ,BIF,16560,ACQUISITION,367322,395894,0
4525,"FIRST CITY, TEXAS - AUSTIN, NA",COMMERCIAL BANK,FEDERAL,"AUSTIN, TX",10/30/1992 ,BIF,15721,ACQUISITION,331568,345518,0
4541,"FIRST CITY, TEXAS - SOUR LAKE",COMMERCIAL BANK,STATE,"SOUR LAKE, TX",10/30/1992 ,BIF,11914,ACQUISITION,48823,53521,0
4542,"FIRST CITY, TEXAS - TYLER, NA",COMMERCIAL BANK,FEDERAL,"TYLER, TX",10/30/1992 ,BIF,5562,ACQUISITION,231534,259208,0
4539,"FIRST CITY, TEXAS - SAN ANGELO,",COMMERCIAL BANK,FEDERAL,"SAN ANGELO, TX",10/30/1992 ,BIF,5506,ACQUISITION,131932,142819,0
